fila,pregunta,codigos
44,q5,respuesta_tautologica
45,q5,sostenibilidad_ambiental; igualdad_y_distribucion
46,q5,bienestar_y_calidad_de_vida; igualdad_y_distribucion
47,q5,sostenibilidad_ambiental; igualdad_y_distribucion
48,q5,igualdad_y_distribucion; derechos_y_oportunidades
49,q5,economia_produccion_empleo; igualdad_y_distribucion
50,q5,economia_produccion_empleo; bienestar_y_calidad_de_vida
51,q5,sostenibilidad_ambiental; igualdad_y_distribucion
52,q5,no_clasificable
53,q5,no_clasificable
54,q5,no_clasificable
55,q5,respuesta_tautologica; igualdad_y_distribucion
56,q5,economia_produccion_empleo; igualdad_y_distribucion
57,q5,economia_produccion_empleo; derechos_y_oportunidades
58,q5,sostenibilidad_ambiental; bienestar_y_calidad_de_vida
59,q5,no_clasificable
60,q5,economia_produccion_empleo; bienestar_y_calidad_de_vida
61,q5,las_tres_van_juntas; igualdad_y_distribucion
62,q5,las_tres_van_juntas; igualdad_y_distribucion
64,q5,no_clasificable
65,q5,no_clasificable
67,q5,igualdad_y_distribucion; derechos_y_oportunidades; economia_produccion_empleo
68,q5,no_clasificable
69,q5,derechos_y_oportunidades; igualdad_y_distribucion
71,q5,no_clasificable
72,q5,respuesta_tautologica
73,q5,economia_produccion_empleo; igualdad_y_distribucion
76,q5,bienestar_y_calidad_de_vida; igualdad_y_distribucion
77,q5,igualdad_y_distribucion; bienestar_y_calidad_de_vida
78,q5,economia_produccion_empleo; igualdad_y_distribucion
79,q5,igualdad_y_distribucion; sostenibilidad_ambiental
80,q5,no_clasificable
81,q5,economia_produccion_empleo; sostenibilidad_ambiental; igualdad_y_distribucion
82,q5,no_clasificable
83,q5,sostenibilidad_ambiental; igualdad_y_distribucion
84,q5,bienestar_y_calidad_de_vida; igualdad_y_distribucion
86,q5,igualdad_y_distribucion; bienestar_y_calidad_de_vida
87,q5,igualdad_y_distribucion; economia_produccion_empleo; bienestar_y_calidad_de_vida
88,q5,economia_produccion_empleo; igualdad_y_distribucion
92,q5,las_tres_van_juntas; igualdad_y_distribucion; bienestar_y_calidad_de_vida
93,q5,igualdad_y_distribucion; sostenibilidad_ambiental
94,q5,economia_produccion_empleo; igualdad_y_distribucion
96,q5,sostenibilidad_ambiental; igualdad_y_distribucion
97,q5,las_tres_van_juntas; sostenibilidad_ambiental
99,q5,bienestar_y_calidad_de_vida; igualdad_y_distribucion
100,q5,igualdad_y_distribucion; economia_produccion_empleo
101,q5,las_tres_van_juntas; bienestar_y_calidad_de_vida
102,q5,igualdad_y_distribucion; sostenibilidad_ambiental
103,q5,sostenibilidad_ambiental; igualdad_y_distribucion
105,q5,igualdad_y_distribucion; bienestar_y_calidad_de_vida
106,q5,igualdad_y_distribucion; bienestar_y_calidad_de_vida; economia_produccion_empleo
107,q5,no_clasificable
108,q5,derechos_y_oportunidades; igualdad_y_distribucion
109,q5,sostenibilidad_ambiental; igualdad_y_distribucion
110,q5,igualdad_y_distribucion; bienestar_y_calidad_de_vida
111,q5,economia_produccion_empleo; sostenibilidad_ambiental; derechos_y_oportunidades
112,q5,economia_produccion_empleo; igualdad_y_distribucion
113,q5,bienestar_y_calidad_de_vida; igualdad_y_distribucion
114,q5,economia_produccion_empleo; no_clasificable
116,q5,respuesta_tautologica; no_clasificable
117,q5,igualdad_y_distribucion; bienestar_y_calidad_de_vida
118,q5,igualdad_y_distribucion; bienestar_y_calidad_de_vida
120,q5,economia_produccion_empleo; igualdad_y_distribucion
121,q5,igualdad_y_distribucion; economia_produccion_empleo
122,q5,economia_produccion_empleo; igualdad_y_distribucion
123,q5,respuesta_tautologica
124,q5,las_tres_van_juntas; igualdad_y_distribucion
125,q5,economia_produccion_empleo; bienestar_y_calidad_de_vida
126,q5,economia_produccion_empleo; igualdad_y_distribucion
127,q5,derechos_y_oportunidades; bienestar_y_calidad_de_vida
128,q5,bienestar_y_calidad_de_vida; derechos_y_oportunidades
129,q5,sostenibilidad_ambiental
131,q5,igualdad_y_distribucion; bienestar_y_calidad_de_vida
132,q5,respuesta_tautologica
133,q5,igualdad_y_distribucion; bienestar_y_calidad_de_vida
135,q5,no_clasificable
136,q5,bienestar_y_calidad_de_vida; sostenibilidad_ambiental; las_tres_van_juntas
137,q5,no_clasificable
138,q5,no_clasificable
139,q5,igualdad_y_distribucion; bienestar_y_calidad_de_vida
140,q5,igualdad_y_distribucion; economia_produccion_empleo
141,q5,bienestar_y_calidad_de_vida; economia_produccion_empleo; igualdad_y_distribucion
142,q5,respuesta_tautologica; bienestar_y_calidad_de_vida
143,q5,igualdad_y_distribucion; bienestar_y_calidad_de_vida
144,q5,igualdad_y_distribucion
145,q5,igualdad_y_distribucion; bienestar_y_calidad_de_vida
147,q5,sostenibilidad_ambiental; economia_produccion_empleo; igualdad_y_distribucion
148,q5,sostenibilidad_ambiental; igualdad_y_distribucion
149,q5,igualdad_y_distribucion; sostenibilidad_ambiental; economia_produccion_empleo
150,q5,igualdad_y_distribucion; bienestar_y_calidad_de_vida
1,q6,control_y_cumplimiento_de_la_ley
2,q6,administrar_y_organizar
3,q6,garantizar_derechos_sociales; reducir_desigualdades
4,q6,reducir_desigualdades; seguridad_y_justicia; garantizar_derechos_sociales
6,q6,seguridad_y_justicia; soberania_y_defensa; estado_minimo
7,q6,provision_de_servicios_y_empresas_publicas; garantizar_derechos_sociales
8,q6,control_y_cumplimiento_de_la_ley; garantizar_derechos_sociales; seguridad_y_justicia
9,q6,seguridad_y_justicia; control_y_cumplimiento_de_la_ley
10,q6,reducir_desigualdades; garantizar_derechos_sociales
12,q6,control_y_cumplimiento_de_la_ley; seguridad_y_justicia; soberania_y_defensa
13,q6,seguridad_y_justicia; garantizar_derechos_sociales; administrar_y_organizar
15,q6,garantizar_derechos_sociales; soberania_y_defensa; regulacion_de_la_economia
16,q6,seguridad_y_justicia; garantizar_derechos_sociales; administrar_y_organizar
17,q6,reducir_desigualdades; garantizar_derechos_sociales; regulacion_de_la_economia
19,q6,garantizar_derechos_sociales; seguridad_y_justicia; regulacion_de_la_economia
20,q6,no_clasificable; administrar_y_organizar
22,q6,garantizar_derechos_sociales; reducir_desigualdades; no_clasificable
23,q6,reducir_desigualdades; regulacion_de_la_economia
24,q6,garantizar_derechos_sociales; administrar_y_organizar
26,q6,reducir_desigualdades; seguridad_y_justicia; garantizar_derechos_sociales
27,q6,reducir_desigualdades; seguridad_y_justicia; regulacion_de_la_economia
28,q6,reducir_desigualdades; garantizar_derechos_sociales
29,q6,estado_minimo; no_clasificable
30,q6,reducir_desigualdades; regulacion_de_la_economia
32,q6,administrar_y_organizar; estado_minimo
33,q6,reducir_desigualdades; garantizar_derechos_sociales
34,q6,seguridad_y_justicia; control_y_cumplimiento_de_la_ley; provision_de_servicios_y_empresas_publicas
35,q6,seguridad_y_justicia; control_y_cumplimiento_de_la_ley
36,q6,no_clasificable
37,q6,garantizar_derechos_sociales; seguridad_y_justicia; administrar_y_organizar
38,q6,reducir_desigualdades; garantizar_derechos_sociales; seguridad_y_justicia
39,q6,garantizar_derechos_sociales; seguridad_y_justicia; control_y_cumplimiento_de_la_ley
40,q6,no_clasificable
41,q6,reducir_desigualdades; garantizar_derechos_sociales
42,q6,seguridad_y_justicia; regulacion_de_la_economia
43,q6,administrar_y_organizar; soberania_y_defensa
44,q6,control_y_cumplimiento_de_la_ley; garantizar_derechos_sociales
45,q6,garantizar_derechos_sociales; seguridad_y_justicia; administrar_y_organizar
46,q6,garantizar_derechos_sociales; seguridad_y_justicia; control_y_cumplimiento_de_la_ley
47,q6,estado_minimo
48,q6,no_clasificable
49,q6,garantizar_derechos_sociales; seguridad_y_justicia
50,q6,garantizar_derechos_sociales; reducir_desigualdades
51,q6,seguridad_y_justicia; garantizar_derechos_sociales
52,q6,garantizar_derechos_sociales; seguridad_y_justicia
53,q6,no_clasificable
54,q6,reducir_desigualdades; seguridad_y_justicia; control_y_cumplimiento_de_la_ley
55,q6,no_clasificable
56,q6,garantizar_derechos_sociales; reducir_desigualdades; regulacion_de_la_economia
57,q6,estado_minimo; no_clasificable
58,q6,reducir_desigualdades; garantizar_derechos_sociales
59,q6,no_clasificable
60,q6,garantizar_derechos_sociales; reducir_desigualdades; seguridad_y_justicia
61,q6,garantizar_derechos_sociales; regulacion_de_la_economia
62,q6,seguridad_y_justicia; garantizar_derechos_sociales
64,q6,no_clasificable
65,q6,seguridad_y_justicia; garantizar_derechos_sociales
67,q6,no_clasificable; estado_minimo
68,q6,reducir_desigualdades; regulacion_de_la_economia
69,q6,garantizar_derechos_sociales; seguridad_y_justicia
71,q6,seguridad_y_justicia; garantizar_derechos_sociales
72,q6,administrar_y_organizar
73,q6,control_y_cumplimiento_de_la_ley; seguridad_y_justicia
76,q6,seguridad_y_justicia; administrar_y_organizar; no_clasificable
77,q6,seguridad_y_justicia; garantizar_derechos_sociales; soberania_y_defensa
78,q6,provision_de_servicios_y_empresas_publicas; garantizar_derechos_sociales
79,q6,administrar_y_organizar; control_y_cumplimiento_de_la_ley
80,q6,seguridad_y_justicia; garantizar_derechos_sociales; reducir_desigualdades
81,q6,reducir_desigualdades; estado_minimo; garantizar_derechos_sociales
82,q6,administrar_y_organizar; garantizar_derechos_sociales
83,q6,garantizar_derechos_sociales; provision_de_servicios_y_empresas_publicas
84,q6,reducir_desigualdades; garantizar_derechos_sociales; control_y_cumplimiento_de_la_ley
86,q6,administrar_y_organizar; soberania_y_defensa
87,q6,seguridad_y_justicia; garantizar_derechos_sociales; reducir_desigualdades
88,q6,reducir_desigualdades
92,q6,no_clasificable
93,q6,garantizar_derechos_sociales; provision_de_servicios_y_empresas_publicas
94,q6,reducir_desigualdades; seguridad_y_justicia; control_y_cumplimiento_de_la_ley
97,q6,reducir_desigualdades; seguridad_y_justicia; garantizar_derechos_sociales
99,q6,administrar_y_organizar; garantizar_derechos_sociales
100,q6,control_y_cumplimiento_de_la_ley; regulacion_de_la_economia; soberania_y_defensa
101,q6,estado_minimo; seguridad_y_justicia; administrar_y_organizar
102,q6,garantizar_derechos_sociales; reducir_desigualdades; seguridad_y_justicia
103,q6,reducir_desigualdades; seguridad_y_justicia
105,q6,reducir_desigualdades; garantizar_derechos_sociales; regulacion_de_la_economia
106,q6,reducir_desigualdades; garantizar_derechos_sociales; seguridad_y_justicia
107,q6,seguridad_y_justicia; control_y_cumplimiento_de_la_ley; administrar_y_organizar
108,q6,administrar_y_organizar; seguridad_y_justicia
109,q6,seguridad_y_justicia; reducir_desigualdades
110,q6,administrar_y_organizar; regulacion_de_la_economia
111,q6,seguridad_y_justicia; garantizar_derechos_sociales; reducir_desigualdades
112,q6,garantizar_derechos_sociales; seguridad_y_justicia; regulacion_de_la_economia
113,q6,control_y_cumplimiento_de_la_ley; seguridad_y_justicia; reducir_desigualdades
114,q6,reducir_desigualdades; seguridad_y_justicia; regulacion_de_la_economia
116,q6,reducir_desigualdades; seguridad_y_justicia; garantizar_derechos_sociales
117,q6,garantizar_derechos_sociales; reducir_desigualdades
118,q6,garantizar_derechos_sociales; provision_de_servicios_y_empresas_publicas
120,q6,administrar_y_organizar; garantizar_derechos_sociales
121,q6,reducir_desigualdades; garantizar_derechos_sociales
122,q6,seguridad_y_justicia; control_y_cumplimiento_de_la_ley; reducir_desigualdades
123,q6,reducir_desigualdades; seguridad_y_justicia; garantizar_derechos_sociales
124,q6,administrar_y_organizar; regulacion_de_la_economia; no_clasificable
125,q6,reducir_desigualdades; garantizar_derechos_sociales
126,q6,control_y_cumplimiento_de_la_ley; seguridad_y_justicia; garantizar_derechos_sociales
127,q6,no_clasificable
128,q6,seguridad_y_justicia; garantizar_derechos_sociales
129,q6,garantizar_derechos_sociales; estado_minimo
131,q6,reducir_desigualdades; garantizar_derechos_sociales
133,q6,reducir_desigualdades; garantizar_derechos_sociales; seguridad_y_justicia
135,q6,no_clasificable
136,q6,seguridad_y_justicia; garantizar_derechos_sociales; provision_de_servicios_y_empresas_publicas
137,q6,no_clasificable
138,q6,garantizar_derechos_sociales; seguridad_y_justicia; administrar_y_organizar
139,q6,reducir_desigualdades; garantizar_derechos_sociales; regulacion_de_la_economia
140,q6,seguridad_y_justicia; control_y_cumplimiento_de_la_ley; administrar_y_organizar
141,q6,administrar_y_organizar; seguridad_y_justicia; garantizar_derechos_sociales
142,q6,seguridad_y_justicia; garantizar_derechos_sociales; provision_de_servicios_y_empresas_publicas
143,q6,garantizar_derechos_sociales; seguridad_y_justicia; provision_de_servicios_y_empresas_publicas
144,q6,seguridad_y_justicia; reducir_desigualdades
145,q6,reducir_desigualdades; garantizar_derechos_sociales; regulacion_de_la_economia
147,q6,reducir_desigualdades; garantizar_derechos_sociales
148,q6,seguridad_y_justicia; garantizar_derechos_sociales
149,q6,garantizar_derechos_sociales; seguridad_y_justicia; provision_de_servicios_y_empresas_publicas
150,q6,seguridad_y_justicia; garantizar_derechos_sociales
1,q7,ausente_o_insuficiente; no_clasificable
2,q7,presente_y_protector; no_clasificable
3,q7,no_clasificable
4,q7,presente_y_protector; ineficiente_o_mal_gestionado
6,q7,valoracion_ambivalente; ineficiente_o_mal_gestionado
7,q7,presente_y_protector; sobredimensionado_y_burocratico
8,q7,presente_y_protector; ausente_o_insuficiente; no_hace_cumplir_la_ley
10,q7,servicios_de_calidad; presente_y_protector; tradicion_democratica
12,q7,sobredimensionado_y_burocratico; no_hace_cumplir_la_ley; ineficiente_o_mal_gestionado
13,q7,ineficiente_o_mal_gestionado; presente_y_protector
15,q7,presente_y_protector; tradicion_democratica; valoracion_ambivalente
16,q7,ausente_o_insuficiente; valoracion_negativa_generica
17,q7,no_clasificable; tradicion_democratica
19,q7,ausente_o_insuficiente; ineficiente_o_mal_gestionado
20,q7,no_clasificable
22,q7,valoracion_negativa_generica
23,q7,presente_y_protector; valoracion_ambivalente
24,q7,presente_y_protector; tradicion_democratica
26,q7,valoracion_negativa_generica; ausente_o_insuficiente; no_clasificable
27,q7,ausente_o_insuficiente; no_clasificable
28,q7,ausente_o_insuficiente; no_clasificable
29,q7,ausente_o_insuficiente; no_clasificable
30,q7,presente_y_protector; tradicion_democratica
32,q7,no_clasificable
33,q7,no_clasificable
34,q7,presente_y_protector; no_clasificable
36,q7,ausente_o_insuficiente; valoracion_negativa_generica
37,q7,presente_y_protector; servicios_de_calidad; valoracion_ambivalente
38,q7,gasto_excesivo; ineficiente_o_mal_gestionado
39,q7,ausente_o_insuficiente; no_hace_cumplir_la_ley
41,q7,presente_y_protector; ausente_o_insuficiente
42,q7,ausente_o_insuficiente; no_clasificable
43,q7,sobredimensionado_y_burocratico; gasto_excesivo; no_clasificable
44,q7,ausente_o_insuficiente; valoracion_negativa_generica
46,q7,presente_y_protector; valoracion_ambivalente
47,q7,valoracion_negativa_generica
48,q7,no_clasificable
49,q7,ineficiente_o_mal_gestionado; sobredimensionado_y_burocratico; valoracion_negativa_generica
50,q7,ausente_o_insuficiente; valoracion_negativa_generica
51,q7,valoracion_negativa_generica
52,q7,tradicion_democratica; presente_y_protector
53,q7,tradicion_democratica; no_clasificable
54,q7,ausente_o_insuficiente; valoracion_negativa_generica
55,q7,ausente_o_insuficiente; no_clasificable
56,q7,sobredimensionado_y_burocratico; no_hace_cumplir_la_ley; valoracion_negativa_generica
57,q7,presente_y_protector; no_clasificable
58,q7,no_clasificable
60,q7,valoracion_negativa_generica; ausente_o_insuficiente; no_clasificable
61,q7,no_clasificable
62,q7,tradicion_democratica; presente_y_protector
64,q7,valoracion_negativa_generica; no_hace_cumplir_la_ley; ausente_o_insuficiente
65,q7,no_clasificable
67,q7,no_clasificable; valoracion_ambivalente
68,q7,presente_y_protector; tradicion_democratica
69,q7,presente_y_protector; sobredimensionado_y_burocratico; ineficiente_o_mal_gestionado
71,q7,ausente_o_insuficiente; no_clasificable
72,q7,no_clasificable
73,q7,ausente_o_insuficiente; no_clasificable
76,q7,valoracion_negativa_generica; no_clasificable
77,q7,sobredimensionado_y_burocratico; ineficiente_o_mal_gestionado
78,q7,valoracion_negativa_generica; no_hace_cumplir_la_ley
79,q7,no_clasificable
80,q7,ausente_o_insuficiente; no_clasificable
81,q7,sobredimensionado_y_burocratico; gasto_excesivo; no_clasificable
83,q7,presente_y_protector
84,q7,presente_y_protector; no_clasificable
86,q7,no_clasificable
87,q7,ineficiente_o_mal_gestionado; ausente_o_insuficiente
88,q7,tradicion_democratica; presente_y_protector
92,q7,ausente_o_insuficiente; presente_y_protector
93,q7,presente_y_protector; servicios_de_calidad; valoracion_ambivalente
94,q7,presente_y_protector; no_clasificable
97,q7,presente_y_protector; tradicion_democratica; servicios_de_calidad
99,q7,ineficiente_o_mal_gestionado; no_clasificable
100,q7,presente_y_protector; valoracion_ambivalente
101,q7,sobredimensionado_y_burocratico; gasto_excesivo; no_hace_cumplir_la_ley
102,q7,presente_y_protector; tradicion_democratica
103,q7,ausente_o_insuficiente; no_clasificable
105,q7,presente_y_protector; tradicion_democratica; no_clasificable
106,q7,presente_y_protector; ineficiente_o_mal_gestionado; no_clasificable
107,q7,presente_y_protector; tradicion_democratica
108,q7,valoracion_negativa_generica; no_clasificable
109,q7,ineficiente_o_mal_gestionado; sobredimensionado_y_burocratico
110,q7,presente_y_protector; servicios_de_calidad
111,q7,presente_y_protector; valoracion_ambivalente
112,q7,tradicion_democratica; presente_y_protector; servicios_de_calidad
113,q7,sobredimensionado_y_burocratico; no_clasificable
114,q7,no_clasificable
116,q7,presente_y_protector; servicios_de_calidad
117,q7,presente_y_protector; ausente_o_insuficiente
118,q7,valoracion_negativa_generica; ausente_o_insuficiente
120,q7,ineficiente_o_mal_gestionado; presente_y_protector
121,q7,valoracion_negativa_generica
122,q7,tradicion_democratica; presente_y_protector
123,q7,presente_y_protector; tradicion_democratica
124,q7,ausente_o_insuficiente; no_clasificable
125,q7,presente_y_protector; tradicion_democratica
127,q7,no_clasificable
128,q7,ausente_o_insuficiente; sobredimensionado_y_burocratico
129,q7,presente_y_protector; tradicion_democratica
131,q7,no_clasificable; presente_y_protector
133,q7,sobredimensionado_y_burocratico; ineficiente_o_mal_gestionado; presente_y_protector
135,q7,no_clasificable
136,q7,presente_y_protector; servicios_de_calidad
138,q7,presente_y_protector; ineficiente_o_mal_gestionado; sobredimensionado_y_burocratico
139,q7,presente_y_protector; no_clasificable
140,q7,ausente_o_insuficiente; no_clasificable
141,q7,presente_y_protector; tradicion_democratica
142,q7,presente_y_protector; no_clasificable
143,q7,presente_y_protector; tradicion_democratica
144,q7,ausente_o_insuficiente; no_clasificable
145,q7,presente_y_protector; ineficiente_o_mal_gestionado; sobredimensionado_y_burocratico
147,q7,ineficiente_o_mal_gestionado; no_hace_cumplir_la_ley
148,q7,sobredimensionado_y_burocratico; no_clasificable
149,q7,presente_y_protector; servicios_de_calidad; valoracion_ambivalente
150,q7,ineficiente_o_mal_gestionado; sobredimensionado_y_burocratico; presente_y_protector
1,q8,diferencias_economicas_e_ingresos; pobreza
2,q8,oportunidades_y_acceso; no_clasificable
3,q8,poder_y_clases; injusticia
4,q8,injusticia; no_clasificable
6,q8,diferencias_economicas_e_ingresos; pobreza
7,q8,oportunidades_y_acceso; diferencias_economicas_e_ingresos
8,q8,oportunidades_y_acceso; diferencias_economicas_e_ingresos
10,q8,injusticia
12,q8,cuestiona_el_concepto; no_clasificable
13,q8,pobreza
15,q8,infancia_y_adolescencia; exclusion_y_marginacion; poder_y_clases
16,q8,diferencias_economicas_e_ingresos; poder_y_clases; genero
17,q8,infancia_y_adolescencia; oportunidades_y_acceso
19,q8,exclusion_y_marginacion; diferencias_economicas_e_ingresos
20,q8,poder_y_clases; injusticia; exclusion_y_marginacion
22,q8,poder_y_clases
23,q8,pobreza; diferencias_economicas_e_ingresos
24,q8,diferencias_economicas_e_ingresos
26,q8,injusticia; poder_y_clases; no_clasificable
27,q8,poder_y_clases; exclusion_y_marginacion; injusticia
28,q8,diferencias_economicas_e_ingresos; pobreza
29,q8,diferencias_economicas_e_ingresos; injusticia; exclusion_y_marginacion
30,q8,injusticia; diferencias_economicas_e_ingresos
32,q8,injusticia; exclusion_y_marginacion; diferencias_economicas_e_ingresos
33,q8,diferencias_economicas_e_ingresos; pobreza
36,q8,cuestiona_el_concepto; diferencias_economicas_e_ingresos
37,q8,exclusion_y_marginacion; pobreza
38,q8,cuestiona_el_concepto; oportunidades_y_acceso
39,q8,pobreza
41,q8,educacion; diferencias_economicas_e_ingresos; poder_y_clases
42,q8,diferencias_economicas_e_ingresos; poder_y_clases
43,q8,exclusion_y_marginacion; infancia_y_adolescencia
44,q8,diferencias_economicas_e_ingresos; educacion
46,q8,oportunidades_y_acceso; educacion; diferencias_economicas_e_ingresos
47,q8,diferencias_economicas_e_ingresos; poder_y_clases
48,q8,injusticia; diferencias_economicas_e_ingresos
49,q8,diferencias_economicas_e_ingresos; injusticia
50,q8,exclusion_y_marginacion; diferencias_economicas_e_ingresos
51,q8,diferencias_economicas_e_ingresos; pobreza
52,q8,diferencias_economicas_e_ingresos; exclusion_y_marginacion
53,q8,infancia_y_adolescencia; no_clasificable
54,q8,exclusion_y_marginacion; injusticia; poder_y_clases
55,q8,genero; injusticia; no_clasificable
56,q8,oportunidades_y_acceso; diferencias_economicas_e_ingresos
57,q8,injusticia; cuestiona_el_concepto
58,q8,no_clasificable
59,q8,no_clasificable
60,q8,infancia_y_adolescencia; genero; exclusion_y_marginacion
61,q8,injusticia; poder_y_clases
62,q8,infancia_y_adolescencia; diferencias_economicas_e_ingresos; oportunidades_y_acceso
64,q8,poder_y_clases; injusticia
65,q8,pobreza; infancia_y_adolescencia
67,q8,injusticia; genero; exclusion_y_marginacion
68,q8,no_clasificable
69,q8,infancia_y_adolescencia; exclusion_y_marginacion; diferencias_economicas_e_ingresos
71,q8,educacion; poder_y_clases; diferencias_economicas_e_ingresos
72,q8,diferencias_economicas_e_ingresos; exclusion_y_marginacion
73,q8,poder_y_clases; diferencias_economicas_e_ingresos
76,q8,educacion; diferencias_economicas_e_ingresos; poder_y_clases
77,q8,cuestiona_el_concepto; diferencias_economicas_e_ingresos
78,q8,diferencias_economicas_e_ingresos; injusticia; poder_y_clases
79,q8,exclusion_y_marginacion
80,q8,injusticia; diferencias_economicas_e_ingresos
81,q8,injusticia; oportunidades_y_acceso; diferencias_economicas_e_ingresos
83,q8,pobreza; exclusion_y_marginacion
84,q8,oportunidades_y_acceso; injusticia
86,q8,exclusion_y_marginacion; diferencias_economicas_e_ingresos
87,q8,injusticia; poder_y_clases; no_clasificable
88,q8,no_clasificable
92,q8,oportunidades_y_acceso; diferencias_economicas_e_ingresos
93,q8,diferencias_economicas_e_ingresos; educacion; poder_y_clases
94,q8,diferencias_economicas_e_ingresos; no_clasificable
97,q8,injusticia; diferencias_economicas_e_ingresos
99,q8,no_clasificable
100,q8,cuestiona_el_concepto; no_clasificable
101,q8,no_clasificable
102,q8,diferencias_economicas_e_ingresos; injusticia; exclusion_y_marginacion
103,q8,infancia_y_adolescencia; diferencias_economicas_e_ingresos
105,q8,diferencias_economicas_e_ingresos; exclusion_y_marginacion
106,q8,oportunidades_y_acceso; poder_y_clases; educacion
107,q8,oportunidades_y_acceso; injusticia
108,q8,no_clasificable
109,q8,oportunidades_y_acceso; exclusion_y_marginacion; injusticia
110,q8,injusticia; diferencias_economicas_e_ingresos
111,q8,oportunidades_y_acceso; diferencias_economicas_e_ingresos
112,q8,oportunidades_y_acceso; diferencias_economicas_e_ingresos
113,q8,oportunidades_y_acceso
114,q8,oportunidades_y_acceso; diferencias_economicas_e_ingresos
116,q8,exclusion_y_marginacion; pobreza
117,q8,diferencias_economicas_e_ingresos; genero; injusticia
118,q8,diferencias_economicas_e_ingresos; exclusion_y_marginacion
120,q8,diferencias_economicas_e_ingresos; pobreza
121,q8,oportunidades_y_acceso; injusticia
122,q8,diferencias_economicas_e_ingresos; poder_y_clases
123,q8,educacion; diferencias_economicas_e_ingresos; infancia_y_adolescencia
124,q8,exclusion_y_marginacion; diferencias_economicas_e_ingresos; injusticia
127,q8,genero; injusticia
128,q8,poder_y_clases; injusticia
129,q8,diferencias_economicas_e_ingresos; injusticia
131,q8,injusticia; pobreza
133,q8,exclusion_y_marginacion; diferencias_economicas_e_ingresos; injusticia
135,q8,no_clasificable
136,q8,pobreza; diferencias_economicas_e_ingresos; injusticia
138,q8,injusticia; exclusion_y_marginacion
139,q8,pobreza; diferencias_economicas_e_ingresos
140,q8,injusticia; poder_y_clases
141,q8,diferencias_economicas_e_ingresos; pobreza; exclusion_y_marginacion
142,q8,pobreza
143,q8,pobreza; exclusion_y_marginacion
144,q8,diferencias_economicas_e_ingresos; exclusion_y_marginacion; injusticia
145,q8,oportunidades_y_acceso; pobreza
147,q8,injusticia
148,q8,educacion; no_clasificable
149,q8,diferencias_economicas_e_ingresos; injusticia; poder_y_clases
150,q8,educacion; diferencias_economicas_e_ingresos; injusticia
1,q9,no_clasificable
2,q9,acceso_a_la_educacion
3,q9,distribucion_de_riqueza_y_poder
4,q9,territorial; ingresos_salarios_jubilaciones
6,q9,ingresos_salarios_jubilaciones; vivienda_y_habitat; distribucion_de_riqueza_y_poder
7,q9,vivienda_y_habitat; territorial
8,q9,acceso_a_la_educacion; acceso_a_la_salud; empleo_y_mercado_laboral
10,q9,ingresos_salarios_jubilaciones; genero
12,q9,cuestiona_politicas_afirmativas; genero; etnico_racial
13,q9,acceso_a_la_educacion; empleo_y_mercado_laboral
15,q9,territorial; vivienda_y_habitat
16,q9,distribucion_de_riqueza_y_poder; genero; territorial
17,q9,distribucion_de_riqueza_y_poder; ingresos_salarios_jubilaciones
19,q9,ingresos_salarios_jubilaciones; distribucion_de_riqueza_y_poder
20,q9,distribucion_de_riqueza_y_poder; ingresos_salarios_jubilaciones
22,q9,empleo_y_mercado_laboral
23,q9,ingresos_salarios_jubilaciones; genero
24,q9,empleo_y_mercado_laboral; ingresos_salarios_jubilaciones
26,q9,no_clasificable
27,q9,no_clasificable; genero; etnico_racial
28,q9,distribucion_de_riqueza_y_poder; empleo_y_mercado_laboral
29,q9,ingresos_salarios_jubilaciones; genero; etnico_racial
30,q9,distribucion_de_riqueza_y_poder; ingresos_salarios_jubilaciones
32,q9,distribucion_de_riqueza_y_poder; ingresos_salarios_jubilaciones; no_clasificable
33,q9,ingresos_salarios_jubilaciones; distribucion_de_riqueza_y_poder
36,q9,genero; distribucion_de_riqueza_y_poder
37,q9,genero; ingresos_salarios_jubilaciones; acceso_a_la_salud
38,q9,distribucion_de_riqueza_y_poder; ingresos_salarios_jubilaciones
39,q9,distribucion_de_riqueza_y_poder; ingresos_salarios_jubilaciones
41,q9,vivienda_y_habitat
42,q9,no_clasificable
43,q9,ingresos_salarios_jubilaciones; vivienda_y_habitat
44,q9,distribucion_de_riqueza_y_poder; empleo_y_mercado_laboral
46,q9,territorial; ingresos_salarios_jubilaciones; acceso_a_la_educacion
47,q9,distribucion_de_riqueza_y_poder; ingresos_salarios_jubilaciones
48,q9,ingresos_salarios_jubilaciones; territorial
49,q9,distribucion_de_riqueza_y_poder; ingresos_salarios_jubilaciones
50,q9,no_clasificable
51,q9,distribucion_de_riqueza_y_poder; ingresos_salarios_jubilaciones; no_clasificable
52,q9,empleo_y_mercado_laboral; acceso_a_la_educacion
53,q9,genero; territorial; ingresos_salarios_jubilaciones
54,q9,empleo_y_mercado_laboral; ingresos_salarios_jubilaciones
55,q9,distribucion_de_riqueza_y_poder; ingresos_salarios_jubilaciones; genero
56,q9,empleo_y_mercado_laboral; ingresos_salarios_jubilaciones; territorial
57,q9,acceso_a_la_educacion
58,q9,no_clasificable
60,q9,genero; ingresos_salarios_jubilaciones; acceso_a_la_educacion
61,q9,acceso_a_la_educacion; acceso_a_la_salud; vivienda_y_habitat
62,q9,ingresos_salarios_jubilaciones; acceso_a_la_educacion
