numero,caso_id,q1,codigo_q1,codigo_q1_rev,q2,codigo_q2,codigo_q2_rev,q3,codigo_q3,codigo_q3_rev,q5,codigo_q5,codigo_q5_rev,q6,codigo_q6,codigo_q6_rev,q7,codigo_q7,codigo_q7_rev,q8,codigo_q8,codigo_q8_rev,q9,codigo_q9,codigo_q9_rev
59898378284,421148487,Al Uruguay de hoy lo veo en crisis económica  de seguridad  de valores  educativa. Creo que desde el gobierno no llegan señales claras.nLas fuentes de trabajo son escasas  principalmente en el interior. nLos delitos  en mi departamento  no tienen la magnitud que tienen los de Montevideo pero son cada vez más frecuentes. nLa propuesta de titular a quienes dictan clases en Secundaria sin haber culminado la carrera es un disparate.nLa carga impositiva desmotiva a quienes emprenden.,economia_costo_de_vida; inseguridad; servicios_publicos_deficientes,NA,Necesidades básicas satisfechas. Una vivienda digna  una alimentación adecuada  fácil acceso a la salud. Tener un trabajo que me permita acceder a lo mencionado antes. También  tener buenos vínculos  ya sean familiares o de amigos/conocidos.,trabajo_e_ingreso_suficiente; necesidades_basicas_cubiertas; vinculos_y_familia,NA,Amo leer. Alguna actividad creativa como la pintura por ejemplo. Y salir  a veces al teatro  otras simplemente a recorrerlo la ciudad. No sirvo como referencia en ese sentido porque me gusta mucho estar en mi casa.,lectura; salir_pasear_viajar; no_clasificable,NA,Me parece que la 3 es muy buena pero hay aspectos que son prioritarios. Una familia que no tiene trabajo o no gana lo suficiente  solo en situaciones excepcionales puede interesarse u ocuparse del ambiente y los recursos naturales.,igualdad_y_distribucion; sostenibilidad_ambiental,NA,Creo que los servicios públicos y los sociales (además de los esenciales obviamente) deben estar en manos del Estado. No en forma de monopolio porque estos no siempre son  buenos. Pero como ya lo expresé en  otras respuestas  todos debemos acceder a la salud  educación  energía eléctrica  agua potable  etc. Si se privatizan se vuelven prohibitivos para buena parte de la sociedad.,garantizar_derechos_sociales; provision_de_servicios_y_empresas_publicas,NA,Es omnipresente. Salud  educación  obras públicas  seguridad  orden  comunicaciones  etc. Lo bueno es que existe competencia. En mi entorno por ejemplo  los institutos de enseñanza privados compiten entre ellos para mejorar la calidad de su servicio y por ende aumentar su matrícula. En cambio  en materia de salud  hay una sola mutualista que a veces se vuelve medio arbitraria. A su vez  el Estado tiene instituciones educativas que son buenas y el mejor Hospital del interior.,presente_y_protector; servicios_de_calidad; valoracion_ambivalente,NA,Desigualdad de condiciones económicas  sociales  laborales  educativas.,diferencias_economicas_e_ingresos; educacion; poder_y_clases,NA,La de los niños que nacen en un entorno desfavorable. La de los ancianos que en el final de su vida pasan muchas necesidades.,vivienda_y_habitat; ingresos_salarios_jubilaciones,NA
59899384797,421147752,1ro me gustaría saber referente a quenPorque en la Seguridad  bastante malnEn lo económico  algo estancado nY en lo político  espantoso,inseguridad; estancamiento; perdida_de_valores_convivencia,NA,Tener una buena vida seria vivir feliz  seguro  con estabilidad económica  y lo principal gozar de buena salud,tranquilidad_economica; salud,NA,Disfruto de mi familia  y me gustaría viajar más y conocer más lugar,familia_y_vinculos; salir_pasear_viajar,NA,Porque para ser un País desarrollado  tiene que existir una Economía sólida  capaz de crecer y generar empleo,economia_produccion_empleo; igualdad_y_distribucion,NA,Para que cumpla una buena Legislatura  Una economía balanceada  y haga cumplir los deberes y derechos de su población en cuanto a la seguridad se refiere,seguridad_y_justicia; control_y_cumplimiento_de_la_ley; reducir_desigualdades,NA,Es democrático y laico  basado en la Constitución nY se encarga de la administración de los entes y empresas Públicas,tradicion_democratica; presente_y_protector,NA,En lo económico nEn la cantidad de empleados públicos y Políticos que posee el estado  y de donde hay q sacar los fondos para cubrir esos gastos,diferencias_economicas_e_ingresos; poder_y_clases,NA,El interior con la capitalnYa sea en las distancias  como a los accesos a diferentes accesos y oportunidades,territorial; acceso_a_la_educacion; acceso_a_la_salud,NA
59891490550,421189591,Mal  en lo que respecta a seguridad horrible  educación mal  salud mal  economía maso,inseguridad; servicios_publicos_deficientes; economia_costo_de_vida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59896110520,421146391,Un poco compleja no hay mucho trabajo  se estan enfocando en la juventud y las personas mayores tenemos pocas oportunidades  en lo demas tenemos un pais hermoso,estancamiento; economia_costo_de_vida,NA,Para mi  tener lo básico ya esta bien  sin ser conformista   tener trabajo tiempp con la familia no pasar necesidades,trabajo_e_ingreso_suficiente; vinculos_y_familia; necesidades_basicas_cubiertas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59899723252,420338243,Bla bla,no_clasificable,NA,Bla bla,no_clasificable,NA,Bla bla,no_clasificable,NA,Bla bla,no_clasificable,NA,Bla bla,no_clasificable,NA,Bla bla,no_clasificable,NA,Bla bla,no_clasificable,NA,Bla bla,no_clasificable,NA
59894752494,421155297,Hay mucho por arreglar  situación de crisis de salud mental  corrupción y narcotráfico  la violencia generalizada y sobre todo hacia las mujeres. Entre otros,inseguridad; desigualdad_pobreza; deterioro_retroceso,NA,Tener un hogar  dónde dormir  estar seguro. Tener comida todos los días. Tener medios para transportarse  acceso a salud de calidad,vivienda_digna; seguridad; necesidades_basicas_cubiertas,NA,Escuchar música  jugar videojuegos  mirar películas  me ocupo de mi huerta,pantallas_series_redes; tareas_domesticas_y_cuidados,NA,Porque si no se cuida el ambiente y los recursos a futuro  no va a quedar nadie,sostenibilidad_ambiental; igualdad_y_distribucion,NA,Preferiría que no existiese,estado_minimo,NA,Una farsa,valoracion_negativa_generica,NA,En la cantidad de plata que ganan los políticos,diferencias_economicas_e_ingresos; poder_y_clases,NA,Las situaciones donde hay personas que no pueden vivir dignamente sin los mínimo básico mientras los políticos ganan miles,distribucion_de_riqueza_y_poder; ingresos_salarios_jubilaciones,NA
59899658731,420531629,Lo veo con preocupación.,deterioro_retroceso; inseguridad; desigualdad_pobreza,NA,Una vida con trabajo interesante  tiempo de ocio para pasar con la gente que quiero  necesidades materiales básicas cubiertas y un resto para no estar luchándola a diario.,trabajo_e_ingreso_suficiente; tiempo_libre_y_disfrute; necesidades_basicas_cubiertas,NA,Ejercicio con más frecuencia. Salir a comer ocasionalmente. Me gustaría tener más tiempo para hacer paseos fuera de Mdeo.,deporte_y_ejercicio; salir_pasear_viajar; barrera_de_tiempo,NA,Si bien también de acuerdo con 3  creo que no pueden priorizarse las generaciones futuras desestimando las condiciones de la gente que de hecho ya existe.,igualdad_y_distribucion; bienestar_y_calidad_de_vida,NA,Para garantizar derechos  acceso a bienes básicos  para redistribuir beneficios de la cooperación social.,reducir_desigualdades; garantizar_derechos_sociales,NA,Se encarga de muchas cosas para listarlas  no? Acá me quedaría paralizada. nOcupa un lugar fundamental  de organización de la vida en común  de mejora en la vida en común. Si lo hace peor o mejor ya es otro tema.,no_clasificable; presente_y_protector,NA,En una injusticia. Pienso sobre todo en pobrezas inadmisibles.,injusticia; pobreza,NA,-Desigual acceso a la vivienda (caso más radical: personas en situación de calle). n-Desiguales condiciones de vida  alimentación   educación en la infancia.n-Dondiciones desiguales en empleos (no solo sueldos  también condiciones de trabajo  características de la jornada laboral  inseguridad en el trabajo  etc),empleo_y_mercado_laboral; vivienda_y_habitat; acceso_a_la_educacion,NA
59899439288,421149684,A Uruguay lo veo en una situación   no estáncada ni con mucho avance  la situación socio económica de la gente no ha mejorado ni empeorado  el problema sigue siendo el bache cualitativo entre la Educación Privada y la Educación Pública  esta última casa vez tiene menos adeptos a estudiar y por ende Educarse como es debido en todo sentido sobre todo en VALORES  ahi es donde se sitúa la parte de estancamiento en la sociedad quienes provienen de Educación publica y solo pasaron sin aprender que lame lamentablemente son muchos esos son los que no conocen de Valores  se verá que aplico Valor como un título de una buena educación  responsabilidad  proactivo a siempre aprender tenga la edad que tenga  ahí es donde vemos los baches diferenciales entre la gente,desigualdad_pobreza; estancamiento; perdida_de_valores_convivencia,NA,Tener una buena vida  tiene varios aspectos distintos que en conjunto la haría  sería estar bien Mental y Espiritualmente ver a tu familia que va progresando en la vida  como familias en aumento(nietos) mucho mejor que lo hizo uno a sus edades  ese es un punto primordial  esa es una tranquilidad pura y absoluta  quien contesta va pasando los últimos años de la vida  ya jubilado sin mayor apuro o responsabilidad que tener tiempo para hacer lo que a cada uno le gusta y en menor pero importante escala  que la situación económica sea estable,tranquilidad_economica; vinculos_y_familia; autonomia_y_proyecto_propio,NA,Es la más rápida de contestar  caminar una hora por día con mi perro Ñuk  leer mucho  todo lo que se me ponga enfrente  ademas tengo un lector de libros que me regalaron mis hijos y nueras  mirar mucha televisión   me encanta TODO  ir a la piscina diariamente de lunes a sábado o viernes  no indico nada de sociable  porque las reuniones las hacemos en casa de amigos periodicamente,naturaleza_y_aire_libre; lectura; pantallas_series_redes,NA,Lo que dice la opción dice lo que pienso sintetizado,respuesta_tautologica,NA,El  Estado es importante para que pueda regir las normas que los.legisladores han ido creando a lo largo de la vida Estatal  en pocas palabras antes dichas esta el amparo a mejorar la situación economica de la gente que se logre o se intente que no haya tanta inequidad entre los mismos conciudadanos  abatir la pobreza  el Narcotrafico que es el nuevo Flagelo que llego se lleno a Uruguay y son tan culpables los que venden como los que consumen  ahí vamos a aquello de VALORES que indique anteriormente  en esa inequidad es inaudito que a via de ejemplo una prenda o un bien mueble o inmueble tenga un costo X  y por el solo hecho de ser el dueño en este caso dueño empleador vendedor cobre exorbitantes precios   ahi debe intervenir el Estado  aseo lla.o regir las normas,reducir_desigualdades; seguridad_y_justicia; garantizar_derechos_sociales,NA,Justamente la pregunta anterior la conteste basado en el estado uruguayo  el Estado en Uruguay está Presente en resumen de toda una cantidad de cosas que le corresponden  a via de ejemplo la matriz energética autosustentable en su mayoría  beneficio a largo plazo. La educación descentralizada a nivel terciario  muy importante  la ampliación de horizontes de colocación de los insumos uruguayos a nuevos países sea mediante tratados de libre comercio o unilateralmente  eso conlleva mejor situación socio económica   ahi debe primar más equidad entre los actores  que lugar ocupa  es Primordial que el Estado esté presente y sea vigilante de buenos términos,presente_y_protector; tradicion_democratica,NA,En la Educación es en lo primero que pienso  las diferencias que hay entre pública y privada  la publica va camino a tener educandos de contexto crítico y la privada a los de situaciones económica privilegiada o medio  desigualdad además son los sobreprecios de la materia prima para la familia  ahí hay desigualdad notoria,educacion; diferencias_economicas_e_ingresos; infancia_y_adolescencia,NA,Las que dije antes  Educacion y socioeconomicas,acceso_a_la_educacion; ingresos_salarios_jubilaciones,NA
59897767704,421147679,"Considero que el país no está mal, pero ahí tengo como una sensación de que hay algo que en algún momento va a explotar.",no_clasificable; estancamiento,NA,"Para mí tener una buena vida, bueno, es tener salud, tener un trabajo que cubra todas sus necesidades y que a su vez, bueno, te pueda quedar algo para ahorrar y para darte algún tipo de gusto. Adicionalmente es ideal si tener ya una casa propia, sería lo más ideal, pero para mí en realidad eso es tener una buena vida, ¿no? Y bueno, vivir en un lugar seguro, sin tanta incertidumbre.",trabajo_e_ingreso_suficiente; vivienda_digna; seguridad,NA,"Compartir con mi familia, ir a algún lado con ellos, a un parque, al cine, a un restaurante.",familia_y_vinculos; salir_pasear_viajar,NA,"Si una población, elegí esa opción porque si una población tiene buenos niveles de vida, se supone que hay buena seguridad, hay buenos servicios públicos, hay una buena economía, hay trabajo, hay comida, todo lo que se referiría a un buen estilo de vida. Entonces, para mí eso sería un país desarrollado adicionalmente. Si hay poca desigualdad, buena educación, pues ya no habrían problemas de delincuencia o habrían muy pocos problemas de delincuencia, que sería otro factor ahí que podría influir.",bienestar_y_calidad_de_vida; igualdad_y_distribucion,NA,"El Estado es importante para mantener un orden, para mantener las normas que van a regir la sociedad y para poder administrar la riqueza del país y distribuirla idealmente, de acuerdo al esfuerzo de cada persona y garantizar los servicios básicos que debe tener una población.",reducir_desigualdades; garantizar_derechos_sociales; control_y_cumplimiento_de_la_ley,NA,"El Estado Uruguayo, como creo que todos los estados del mundo, la gran mayoría, es un administrador de los recursos, de la sociedad, de los impuestos y de todos los servicios que requiere una nación.",presente_y_protector; no_clasificable,NA,Lo primero que se me viene a la mente es desigualdad de oportunidades.,oportunidades_y_acceso; injusticia,NA,"Para mí desigualdad en Uruguay me parece que, por ejemplo, las personas trans, las personas afrodescendientes tengan cupos asegurados en la administración pública. Eso me parece desigual, a diferencia de las personas discapacitadas que sí, bueno, ahí sí estaría yo de acuerdo que tuvieran ciertos cupos porque, bueno, están en desventaja contra una persona que no tenga una discapacidad. Pero lo que mencioné de las personas afrodescendientes o las personas trans, sumamente es una concepción, una percepción que ellos tienen. Son iguales que los demás, o sea que ahí debería haber igualdad de oportunidades y eso me parece a mí que es una desigualdad.",cuestiona_politicas_afirmativas; etnico_racial; genero,NA
59894779985,421149809,Estable económicamente  con pocas políticas para la inseguridad por el aumento del consumo de drogas y personas con problemas de salud mental nPoco aumento para los asalariados,inseguridad; economia_costo_de_vida; desigualdad_pobreza,NA,Poder adquirir alimentos acordes a mi salud y edad  poder pagar las cuentas y poder tener tiempo y dinero para recrearme,trabajo_e_ingreso_suficiente; tiempo_libre_y_disfrute; necesidades_basicas_cubiertas,NA,Poder pasear  ir al cine y hacer deporte,salir_pasear_viajar; deporte_y_ejercicio,NA,Porque no estoy de acuerdo con las desigualdades sociales,igualdad_y_distribucion; derechos_y_oportunidades,NA,Para las actividades sociales  las organizaciones públicas,no_clasificable,NA,De la cultura salud educación bancarizacion,no_clasificable,NA,Desigualdad social,injusticia; diferencias_economicas_e_ingresos,NA,Los diferentes sueldos en los entes públicos con la misma función,ingresos_salarios_jubilaciones; territorial,NA
